id,RICname_group,RICname_part
870,Aden & British East Africa,British East Africa
871,Australia & New Caledonia & New Zealand,Australia
872,Australia & New Caledonia & New Zealand,New Caledonia
873,Australia & New Caledonia & New Zealand,New Zealand
874,Colombia (Gran Colombia) & Ecuador & Venezuela,Colombia (Gran Colombia)
875,Colombia (Gran Colombia) & Ecuador & Venezuela,Ecuador
876,Colombia (Gran Colombia) & Ecuador & Venezuela,Venezuela
877,Buenos Aires & Montevideo,Buenos Aires
878,Buenos Aires & Montevideo,Montevideo
879,Greenland & Svalbard Is.,Greenland
880,Greenland & Svalbard Is.,Svalbard Is.
881,Mexico & Venezuela,Mexico
882,Mexico & Venezuela,Venezuela
885,Asia (other) & East Indies,Asia (other)
886,Asia (other) & East Indies,East Indies
887,Australia & Cape Colony & Mauritius,Australia
888,Australia & Cape Colony & Mauritius,Cape Colony
889,Australia & Cape Colony & Mauritius,Mauritius
890,Denmark & Holstein & Schleswig,Denmark
891,Denmark & Holstein & Schleswig,Holstein
892,Denmark & Holstein & Schleswig,Schleswig
893,Bolivia & Peru,Bolivia
894,Bolivia & Peru,Peru
895,Azores (Western Isles) & Madeira Isles & Portugal,Azores (Western Isles)
896,Azores (Western Isles) & Madeira Isles & Portugal,Madeira Isles
897,Azores (Western Isles) & Madeira Isles & Portugal,Portugal
898,Libya (Tripolitania Cyrenaica Fezzan) & Tunisia,Libya (Tripolitania Cyrenaica Fezzan)
899,Libya (Tripolitania Cyrenaica Fezzan) & Tunisia,Tunisia
900,Spanish America & Danish America,Spanish America
901,Spanish America & Danish America,Danish America
902,Greece & Ionian Is.,Greece
903,Greece & Ionian Is.,Ionian Is.
904,Antilles (other) & Spanish America,Antilles (other)
905,Antilles (other) & Spanish America,Spanish America
906,Spain & Italy & Europe (other),Spain
907,Spain & Italy & Europe (other),Italy
908,Spain & Italy & Europe (other),Europe (other)
909,Guyana (Br. Guiana) & French Guyana & Surinam,Guyana (Br. Guiana)
910,Guyana (Br. Guiana) & French Guyana & Surinam,French Guyana
911,Guyana (Br. Guiana) & French Guyana & Surinam,Surinam
912,Austria-Hungary & Cracow,Austria-Hungary
913,Austria-Hungary & Cracow,Cracow
914,Assam & Bengal,Assam
915,Assam & Bengal,Bengal
916,British North America & United States of America,British North America
917,British North America & United States of America,United States of America
918,Antilles (other) & Cuba,Antilles (other)
919,Antilles (other) & Cuba,Cuba
920,Borneo & Java,Borneo
921,Borneo & Java,Java
922,Canada & United States of America,Canada
923,Canada & United States of America,United States of America
924,Dutch Asia & Dutch Oceania,Dutch Asia
925,Dutch Asia & Dutch Oceania,Dutch Oceania
926,Brunei & Sabah (North Borneo) & Sarawak,Brunei
927,Brunei & Sabah (North Borneo) & Sarawak,Sabah (North Borneo)
928,Brunei & Sabah (North Borneo) & Sarawak,Sarawak
929,India & Sri Lanka (Ceylon),India
930,India & Sri Lanka (Ceylon),Sri Lanka (Ceylon)
931,Burma (Myanmar) & India,Burma (Myanmar)
932,Burma (Myanmar) & India,India
933,Argentina & Southern America (other),Argentina
934,Argentina & Southern America (other),Southern America (other)
935,New Brunswick & Nova Scotia & Prince Edward Is.,New Brunswick
936,New Brunswick & Nova Scotia & Prince Edward Is.,Nova Scotia
937,New Brunswick & Nova Scotia & Prince Edward Is.,Prince Edward Is.
938,St. Thomas & Prince Edward Is.,St. Thomas
939,St. Thomas & Prince Edward Is.,Prince Edward Is.
940,Karachi & Mumbai (Bombay),Karachi
941,Karachi & Mumbai (Bombay),Mumbai (Bombay)
942,Burma (Myanmar) & Malacca & Singapore,Burma (Myanmar)
943,Burma (Myanmar) & Malacca & Singapore,Malacca
944,Burma (Myanmar) & Malacca & Singapore,Singapore
945,Altona & Wandsbeck,Altona
946,Altona & Wandsbeck,Wandsbeck
947,India & Thailand (Siam),India
948,India & Thailand (Siam),Thailand (Siam)
949,Bali & Lombok & Sumbawa,Bali
950,Bali & Lombok & Sumbawa,Lombok
951,Bali & Lombok & Sumbawa,Sumbawa
952,Denmark & Virgin Islands,Denmark
953,Denmark & Virgin Islands,Virgin Islands
954,Ecuador & Peru,Ecuador
955,Ecuador & Peru,Peru
956,Guam & Philippines,Guam
957,Guam & Philippines,Philippines
958,Denmark & Norway & Russia/USSR & Sweden,Denmark
959,Denmark & Norway & Russia/USSR & Sweden,Norway
960,Denmark & Norway & Russia/USSR & Sweden,Russia/USSR
961,Denmark & Norway & Russia/USSR & Sweden,Sweden
964,German Oceania & German China,German Oceania
965,German Oceania & German China,German China
966,Piedmont & Tuscany,Piedmont
967,Piedmont & Tuscany,Tuscany
968,Australia & Polynesia,Australia
969,Australia & Polynesia,Polynesia
970,Casablanca & El Jadida (Mazaghan),Casablanca
971,Casablanca & El Jadida (Mazaghan),El Jadida (Mazaghan)
972,Turkey & Western Anatolia,Turkey
973,Turkey & Western Anatolia,Western Anatolia
974,Belize (British Honduras) & British Virgin Is. & Guyana (Br. Guiana),Belize (British Honduras)
975,Belize (British Honduras) & British Virgin Is. & Guyana (Br. Guiana),British Virgin Is.
976,Belize (British Honduras) & British Virgin Is. & Guyana (Br. Guiana),Guyana (Br. Guiana)
977,Russia/USSR & Black Sea,Russia/USSR
978,Russia/USSR & Black Sea,Black Sea
979,Papal States & Tuscany,Papal States
980,Papal States & Tuscany,Tuscany
981,Faeroe Is. & Greenland,Faeroe Is.
982,Faeroe Is. & Greenland,Greenland
983,Gibraltar & Spain & Spanish Colonies,Gibraltar
984,Gibraltar & Spain & Spanish Colonies,Spain
985,Gibraltar & Spain & Spanish Colonies,Spanish Colonies
986,Azores (Western Isles) & Cape Verde & Madeira Isles,Azores (Western Isles)
987,Azores (Western Isles) & Cape Verde & Madeira Isles,Cape Verde
988,Azores (Western Isles) & Cape Verde & Madeira Isles,Madeira Isles
989,Haiti & Venezuela,Haiti
990,Haiti & Venezuela,Venezuela
991,Germany & Saar,Germany
992,Germany & Saar,Saar
993,America (other) & Europe (other),America (other)
994,America (other) & Europe (other),Europe (other)
995,Europe (other) & Levant,Europe (other)
996,Europe (other) & Levant,Levant
997,Australia & Oceania,Australia
998,Australia & Oceania,Oceania
999,Malaysia (Malaya) & Straits Settlements,Malaysia (Malaya)
1000,Malaysia (Malaya) & Straits Settlements,Straits Settlements
1001,Cuba & Philippines & Puerto Rico,Cuba
1002,Cuba & Philippines & Puerto Rico,Philippines
1003,Cuba & Philippines & Puerto Rico,Puerto Rico
1004,Gozo & Malta,Gozo
1005,Gozo & Malta,Malta
1006,Belgium & Germany & Iran (Persia) & Morocco & Other countries & Sweden,Belgium
1007,Belgium & Germany & Iran (Persia) & Morocco & Other countries & Sweden,Germany
1008,Belgium & Germany & Iran (Persia) & Morocco & Other countries & Sweden,Iran (Persia)
1009,Belgium & Germany & Iran (Persia) & Morocco & Other countries & Sweden,Morocco
1010,Belgium & Germany & Iran (Persia) & Morocco & Other countries & Sweden,Other countries
1011,Belgium & Germany & Iran (Persia) & Morocco & Other countries & Sweden,Sweden
1012,China (People's Republic of China) & Manchuria,China (People's Republic of China)
1013,China (People's Republic of China) & Manchuria,Manchuria
1014,Mumbai (Bombay) & Sind,Mumbai (Bombay)
1015,Mumbai (Bombay) & Sind,Sind
1016,Italy & Sardinia,Italy
1017,Italy & Sardinia,Sardinia
1018,American Colonies & United States of America,American Colonies
1019,American Colonies & United States of America,United States of America
1020,Senegal & West Africa,Senegal
1021,Senegal & West Africa,West Africa
1022,Guatemala & Nicaragua,Guatemala
1023,Guatemala & Nicaragua,Nicaragua
1024,Lucca & Monaco & Papal States,Lucca
1025,Lucca & Monaco & Papal States,Monaco
1026,Lucca & Monaco & Papal States,Papal States
1027,Viceroyalty of La Plata & Uruguay,Viceroyalty of La Plata
1028,Viceroyalty of La Plata & Uruguay,Uruguay
1029,Japan & Japan China & Republic of China (Taiwan) (Formosa),Japan
1030,Japan & Japan China & Republic of China (Taiwan) (Formosa),Japan China
1031,Japan & Japan China & Republic of China (Taiwan) (Formosa),Republic of China (Taiwan) (Formosa)
1032,Turkey & Syria,Turkey
1033,Turkey & Syria,Syria
1034,Guinea (French Guinea) (Rivieres du Sud) & Senegal & Gambia,Guinea (French Guinea) (Rivieres du Sud)
1035,Guinea (French Guinea) (Rivieres du Sud) & Senegal & Gambia,Senegal
1036,Guinea (French Guinea) (Rivieres du Sud) & Senegal & Gambia,Gambia
1037,Danzig & Memel,Danzig
1038,Danzig & Memel,Memel
1039,Costa Rica & El Salvador & Guatemala & Honduras & Nicaragua,Costa Rica
1040,Costa Rica & El Salvador & Guatemala & Honduras & Nicaragua,El Salvador
1041,Costa Rica & El Salvador & Guatemala & Honduras & Nicaragua,Guatemala
1042,Costa Rica & El Salvador & Guatemala & Honduras & Nicaragua,Honduras
1043,Costa Rica & El Salvador & Guatemala & Honduras & Nicaragua,Nicaragua
1044,Algeria & France,Algeria
1045,Algeria & France,France
1046,Malacca & Penang,Malacca
1047,Malacca & Penang,Penang
1048,Bulgaria & Crete & European Turkey,Bulgaria
1049,Bulgaria & Crete & European Turkey,Crete
1050,Bulgaria & Crete & European Turkey,European Turkey
1051,British East Africa & Cape Colony & Malagasy Republic (Madagascar),British East Africa
1052,British East Africa & Cape Colony & Malagasy Republic (Madagascar),Cape Colony
1053,British East Africa & Cape Colony & Malagasy Republic (Madagascar),Malagasy Republic (Madagascar)
1054,Afghanistan & Iran (Persia) & Asian Turkey,Afghanistan
1055,Afghanistan & Iran (Persia) & Asian Turkey,Iran (Persia)
1056,Afghanistan & Iran (Persia) & Asian Turkey,Asian Turkey
1057,Bremen & Lubeck,Bremen
1058,Bremen & Lubeck,Lubeck
1059,Alexandria & Suez Canal Zone,Alexandria
1060,Alexandria & Suez Canal Zone,Suez Canal Zone
1061,Levant & Europe,Levant
1062,Levant & Europe,Europe
1063,Bengal & Burma (Myanmar),Bengal
1064,Bengal & Burma (Myanmar),Burma (Myanmar)
1065,China (People's Republic of China) & Hong Kong & Singapore,China (People's Republic of China)
1066,China (People's Republic of China) & Hong Kong & Singapore,Hong Kong
1067,China (People's Republic of China) & Hong Kong & Singapore,Singapore
1068,Cochin China & Kampuchea (Cambodia),Cochin China
1069,Cochin China & Kampuchea (Cambodia),Kampuchea (Cambodia)
1072,Lucca & Papal States,Lucca
1073,Lucca & Papal States,Papal States
1074,Mozambique & Zanzibar,Mozambique
1075,Mozambique & Zanzibar,Zanzibar
1076,Gilbert and Ellice Is. & Kiribati,Gilbert and Ellice Is.
1077,Gilbert and Ellice Is. & Kiribati,Kiribati
1078,Denmark & Norway & Sweden,Denmark
1079,Denmark & Norway & Sweden,Norway
1080,Denmark & Norway & Sweden,Sweden
1081,Mauritius & South Africa,Mauritius
1082,Mauritius & South Africa,South Africa
1083,Java & Bali & Riau,Java
1084,Java & Bali & Riau,Bali
1085,Java & Bali & Riau,Riau
1086,Chennai (Madras) & Indian Coast,Chennai (Madras)
1087,Chennai (Madras) & Indian Coast,Indian Coast
1088,Lucca & Modena & Papal States & Parma & Tuscany,Lucca
1089,Lucca & Modena & Papal States & Parma & Tuscany,Modena
1090,Lucca & Modena & Papal States & Parma & Tuscany,Papal States
1091,Lucca & Modena & Papal States & Parma & Tuscany,Parma
1092,Lucca & Modena & Papal States & Parma & Tuscany,Tuscany
1093,Canada & Other countries & Southern America,Canada
1094,Canada & Other countries & Southern America,Other countries
1095,Canada & Other countries & Southern America,Southern America
1096,Dodecanese Is. (Aegean Is.) & Izmir (Smyrna),Dodecanese Is. (Aegean Is.)
1097,Dodecanese Is. (Aegean Is.) & Izmir (Smyrna),Izmir (Smyrna)
1098,China (People's Republic of China) & Cochin China,China (People's Republic of China)
1099,China (People's Republic of China) & Cochin China,Cochin China
1100,Canada & Central America & United States of America,Canada
1101,Canada & Central America & United States of America,Central America
1102,Canada & Central America & United States of America,United States of America
1103,Finland & Russia/USSR,Finland
1104,Finland & Russia/USSR,Russia/USSR
1105,Java & Neighbouring Islands,Java
1106,Java & Neighbouring Islands,Neighbouring Islands
1107,Bulgaria & Romania & Yugoslavia/Serbia,Bulgaria
1108,Bulgaria & Romania & Yugoslavia/Serbia,Romania
1109,Bulgaria & Romania & Yugoslavia/Serbia,Yugoslavia/Serbia
1110,Gibraltar & Portugal & Spain,Gibraltar
1111,Gibraltar & Portugal & Spain,Portugal
1112,Gibraltar & Portugal & Spain,Spain
1113,Africa harbours (other) & Asia harbours (other),Africa harbours (other)
1114,Africa harbours (other) & Asia harbours (other),Asia harbours (other)
1115,Africa Coast & Algiers & Barbary Coast,Africa Coast
1116,Africa Coast & Algiers & Barbary Coast,Algiers
1117,Africa Coast & Algiers & Barbary Coast,Barbary Coast
1118,Kingdom of Sardinia & Papal States & Two Sicilies,Kingdom of Sardinia
1119,Kingdom of Sardinia & Papal States & Two Sicilies,Papal States
1120,Kingdom of Sardinia & Papal States & Two Sicilies,Two Sicilies
1121,Ontario (Upper Canada) & Quebec (Lower Canada),Ontario (Upper Canada)
1122,Ontario (Upper Canada) & Quebec (Lower Canada),Quebec (Lower Canada)
1123,Republic of St. Mark & Trieste,Republic of St. Mark
1124,Republic of St. Mark & Trieste,Trieste
1125,Malagasy Republic (Madagascar) & Malagasy Republic (Madagascar) Dependencies,Malagasy Republic (Madagascar)
1126,Malagasy Republic (Madagascar) & Malagasy Republic (Madagascar) Dependencies,Malagasy Republic (Madagascar) Dependencies
1127,St. Marie de Madagascar & Mayotte & Nossi Be,St. Marie de Madagascar
1128,St. Marie de Madagascar & Mayotte & Nossi Be,Mayotte
1129,St. Marie de Madagascar & Mayotte & Nossi Be,Nossi Be
1130,Malagasy Republic (Madagascar) & St. Marie de Madagascar & Mayotte & Nossi Be,Malagasy Republic (Madagascar)
1131,Malagasy Republic (Madagascar) & St. Marie de Madagascar & Mayotte & Nossi Be,St. Marie de Madagascar
1132,Malagasy Republic (Madagascar) & St. Marie de Madagascar & Mayotte & Nossi Be,Mayotte
1133,Malagasy Republic (Madagascar) & St. Marie de Madagascar & Mayotte & Nossi Be,Nossi Be
1134,Baltiysk (Pillau) & Braniewo (Braunsberg) & Kaliningrad (Königsberg) & Primorsk (Fischhausen),Baltiysk (Pillau)
1135,Baltiysk (Pillau) & Braniewo (Braunsberg) & Kaliningrad (Königsberg) & Primorsk (Fischhausen),Braniewo (Braunsberg)
1136,Baltiysk (Pillau) & Braniewo (Braunsberg) & Kaliningrad (Königsberg) & Primorsk (Fischhausen),Kaliningrad (Königsberg)
1137,Baltiysk (Pillau) & Braniewo (Braunsberg) & Kaliningrad (Königsberg) & Primorsk (Fischhausen),Primorsk (Fischhausen)
1138,China (People's Republic of China) & Cochin China & Oceania & Philippines,China (People's Republic of China)
1139,China (People's Republic of China) & Cochin China & Oceania & Philippines,Cochin China
1140,China (People's Republic of China) & Cochin China & Oceania & Philippines,Oceania
1141,China (People's Republic of China) & Cochin China & Oceania & Philippines,Philippines
1142,Other countries & Tunisia,Other countries
1143,Other countries & Tunisia,Tunisia
1144,Cape Verde & Macao & Portuguese India (incl. Goa Diu Daman) & Portuguese Timor & Sao Tome-Principe,Cape Verde
1145,Cape Verde & Macao & Portuguese India (incl. Goa Diu Daman) & Portuguese Timor & Sao Tome-Principe,Macao
1146,Cape Verde & Macao & Portuguese India (incl. Goa Diu Daman) & Portuguese Timor & Sao Tome-Principe,Portuguese India (incl. Goa Diu Daman)
1147,Cape Verde & Macao & Portuguese India (incl. Goa Diu Daman) & Portuguese Timor & Sao Tome-Principe,Portuguese Timor
1148,Cape Verde & Macao & Portuguese India (incl. Goa Diu Daman) & Portuguese Timor & Sao Tome-Principe,Sao Tome-Principe
1149,Malawi (Nyasaland) & Straits Settlements,Malawi (Nyasaland)
1150,Malawi (Nyasaland) & Straits Settlements,Straits Settlements
1151,British Virgin Is. & Guyana (Br. Guiana),British Virgin Is.
1152,British Virgin Is. & Guyana (Br. Guiana),Guyana (Br. Guiana)
1153,Guatemala & Mexico & Texas,Guatemala
1154,Guatemala & Mexico & Texas,Mexico
1155,Guatemala & Mexico & Texas,Texas
1156,Bremen & Hamburg & Hanover & Lubeck,Bremen
1157,Bremen & Hamburg & Hanover & Lubeck,Hamburg
1158,Bremen & Hamburg & Hanover & Lubeck,Hanover
1159,Bremen & Hamburg & Hanover & Lubeck,Lubeck
1160,French India & India & Portuguese India (incl. Goa Diu Daman),French India
1161,French India & India & Portuguese India (incl. Goa Diu Daman),India
1162,French India & India & Portuguese India (incl. Goa Diu Daman),Portuguese India (incl. Goa Diu Daman)
1163,Central America & Spanish America,Central America
1164,Central America & Spanish America,Spanish America
1165,Bremen & Prussia,Bremen
1166,Bremen & Prussia,Prussia
1167,Arabia & Persian Gulf harbours,Arabia
1168,Arabia & Persian Gulf harbours,Persian Gulf harbours
1169,Java & Banjermassin (Dutch Borneo),Java
1170,Java & Banjermassin (Dutch Borneo),Banjermassin (Dutch Borneo)
1171,China (People's Republic of China) & Mongolia,China (People's Republic of China)
1172,China (People's Republic of China) & Mongolia,Mongolia
1173,Chile & Cuba & Other countries & Peru,Chile
1174,Chile & Cuba & Other countries & Peru,Cuba
1175,Chile & Cuba & Other countries & Peru,Other countries
1176,Chile & Cuba & Other countries & Peru,Peru
1177,Bulgaria & Montenegro & European Turkey & Yugoslavia/Serbia,Bulgaria
1178,Bulgaria & Montenegro & European Turkey & Yugoslavia/Serbia,Montenegro
1179,Bulgaria & Montenegro & European Turkey & Yugoslavia/Serbia,European Turkey
1180,Bulgaria & Montenegro & European Turkey & Yugoslavia/Serbia,Yugoslavia/Serbia
1181,Morocco & Libya (Tripolitania Cyrenaica Fezzan) & Tunisia,Morocco
1182,Morocco & Libya (Tripolitania Cyrenaica Fezzan) & Tunisia,Libya (Tripolitania Cyrenaica Fezzan)
1183,Morocco & Libya (Tripolitania Cyrenaica Fezzan) & Tunisia,Tunisia
1184,Mawlamyine & Rangoon,Mawlamyine
1185,Mawlamyine & Rangoon,Rangoon
1186,Turkey & Dodecanese Is. (Aegean Is.) & Romania,Turkey
1187,Turkey & Dodecanese Is. (Aegean Is.) & Romania,Dodecanese Is. (Aegean Is.)
1188,Turkey & Dodecanese Is. (Aegean Is.) & Romania,Romania
1189,Corfu & Malta,Corfu
1190,Corfu & Malta,Malta
1191,Iran (Persia) & Middle-East & Asian Turkey,Iran (Persia)
1192,Iran (Persia) & Middle-East & Asian Turkey,Middle-East
1193,Iran (Persia) & Middle-East & Asian Turkey,Asian Turkey
1194,Egypt/United Arab Republic & Indian Transit,Egypt/United Arab Republic
1195,Egypt/United Arab Republic & Indian Transit,Indian Transit
1196,Hawaii & Puerto Rico & United States of America,Hawaii
1197,Hawaii & Puerto Rico & United States of America,Puerto Rico
1198,Hawaii & Puerto Rico & United States of America,United States of America
1199,Austria-Hungary harbours & Trieste,Austria-Hungary harbours
1200,Austria-Hungary harbours & Trieste,Trieste
1201,Belgium & Germany & Italy & Netherlands & Russia/USSR,Belgium
1202,Belgium & Germany & Italy & Netherlands & Russia/USSR,Germany
1203,Belgium & Germany & Italy & Netherlands & Russia/USSR,Italy
1204,Belgium & Germany & Italy & Netherlands & Russia/USSR,Netherlands
1205,Belgium & Germany & Italy & Netherlands & Russia/USSR,Russia/USSR
1206,Chennai (Madras) & Kolkata (Calcutta),Chennai (Madras)
1207,Chennai (Madras) & Kolkata (Calcutta),Kolkata (Calcutta)
1208,Balearic Islands & Spain,Balearic Islands
1209,Balearic Islands & Spain,Spain
1210,Portugal & Portuguese Colonies,Portugal
1211,Portugal & Portuguese Colonies,Portuguese Colonies
1212,Muscat & Zanzibar,Muscat
1213,Muscat & Zanzibar,Zanzibar
1214,Guatemala & Mexico,Guatemala
1215,Guatemala & Mexico,Mexico
1216,Denmark & Sweden,Denmark
1217,Denmark & Sweden,Sweden
1218,Philippines & Sulu Sultanate,Philippines
1219,Philippines & Sulu Sultanate,Sulu Sultanate
1220,French Asia & French Oceania,French Asia
1221,French Asia & French Oceania,French Oceania
1222,Cape Colony & East Indies & Mauritius,Cape Colony
1223,Cape Colony & East Indies & Mauritius,East Indies
1224,Cape Colony & East Indies & Mauritius,Mauritius
1225,Java & Sumatra,Java
1226,Java & Sumatra,Sumatra
1227,China (People's Republic of China) & East India Company & Sri Lanka (Ceylon),China (People's Republic of China)
1228,China (People's Republic of China) & East India Company & Sri Lanka (Ceylon),East India Company
1229,China (People's Republic of China) & East India Company & Sri Lanka (Ceylon),Sri Lanka (Ceylon)
1230,Southern America & United States of America,Southern America
1231,Southern America & United States of America,United States of America
1232,Lubeck & Mecklenburg Schwerin & Other countries,Lubeck
1233,Lubeck & Mecklenburg Schwerin & Other countries,Mecklenburg Schwerin
1234,Lubeck & Mecklenburg Schwerin & Other countries,Other countries
1235,Antilles & Central America,Antilles
1236,Antilles & Central America,Central America
1237,China (People's Republic of China) & Macao,China (People's Republic of China)
1238,China (People's Republic of China) & Macao,Macao
1239,Mariana Is. & Philippines,Mariana Is.
1240,Mariana Is. & Philippines,Philippines
1241,Greece & Turkey,Turkey
1242,Greece & Turkey,Greece
1243,Guadeloupe & Martinique,Guadeloupe
1244,Guadeloupe & Martinique,Martinique
1245,Algeria & France & Morocco & Tunisia,Algeria
1246,Algeria & France & Morocco & Tunisia,France
1247,Algeria & France & Morocco & Tunisia,Morocco
1248,Algeria & France & Morocco & Tunisia,Tunisia
1249,Canary Is. & Tenerife,Canary Is.
1250,Canary Is. & Tenerife,Tenerife
1251,Madeira Isles & Portugal,Madeira Isles
1252,Madeira Isles & Portugal,Portugal
1253,Bali & Lombok,Bali
1254,Bali & Lombok,Lombok
1255,Kingdom of Sardinia & Tuscany,Kingdom of Sardinia
1256,Kingdom of Sardinia & Tuscany,Tuscany
1257,European Turkey & Montenegro & Romania & Yugoslavia/Serbia,European Turkey
1258,European Turkey & Montenegro & Romania & Yugoslavia/Serbia,Montenegro
1259,European Turkey & Montenegro & Romania & Yugoslavia/Serbia,Romania
1260,European Turkey & Montenegro & Romania & Yugoslavia/Serbia,Yugoslavia/Serbia
1261,Greece & Turkey & Romania,Turkey
1262,Greece & Turkey & Romania,Greece
1263,Greece & Turkey & Romania,Romania
1264,Saxe Weimar & Saxe Altenburg & Saxe Coburg & Saxe Meiningen,Saxe Weimar
1265,Saxe Weimar & Saxe Altenburg & Saxe Coburg & Saxe Meiningen,Saxe Altenburg
1266,Saxe Weimar & Saxe Altenburg & Saxe Coburg & Saxe Meiningen,Saxe Coburg
1267,Saxe Weimar & Saxe Altenburg & Saxe Coburg & Saxe Meiningen,Saxe Meiningen
1268,Johore & Kedah & Kelantan & Perlis & Trengganu,Johore
1269,Johore & Kedah & Kelantan & Perlis & Trengganu,Kedah
1270,Johore & Kedah & Kelantan & Perlis & Trengganu,Kelantan
1271,Johore & Kedah & Kelantan & Perlis & Trengganu,Perlis
1272,Johore & Kedah & Kelantan & Perlis & Trengganu,Trengganu
1273,South West Africa (German West Africa) (Namibia) & Kamerun & Togo (French Togoland),South West Africa (German West Africa) (Namibia)
1274,South West Africa (German West Africa) (Namibia) & Kamerun & Togo (French Togoland),Kamerun
1275,South West Africa (German West Africa) (Namibia) & Kamerun & Togo (French Togoland),Togo (French Togoland)
1276,Kamerun & Togo (French Togoland),Kamerun
1277,Kamerun & Togo (French Togoland),Togo (French Togoland)
1278,Berbera & Bulhar,Berbera
1279,Berbera & Bulhar,Bulhar
1280,Milan & Papal States & Tuscany,Milan
1281,Milan & Papal States & Tuscany,Papal States
1282,Milan & Papal States & Tuscany,Tuscany
1283,Kingdom of Sardinia & Genoa,Kingdom of Sardinia
1284,Kingdom of Sardinia & Genoa,Genoa
1285,Denmark & Norway,Denmark
1286,Denmark & Norway,Norway
1287,Greece & Turkey,Greece
1288,Greece & Turkey,Turkey
1289,Syria & Lebanon,Syria
1290,Syria & Lebanon,Lebanon
1291,Karachi & Mumbai (Bombay) & other harbours,Karachi
1292,Karachi & Mumbai (Bombay) & other harbours,Mumbai (Bombay)
1293,Karachi & Mumbai (Bombay) & other harbours,other harbours
1294,Mumbai (Bombay) & other harbours,Mumbai (Bombay)
1295,Mumbai (Bombay) & other harbours,other harbours
1296,France (French produce) & French colonies (French produce),France (French produce)
1297,France (French produce) & French colonies (French produce),French colonies (French produce)
1298,Karachi & Mumbai harbours (other),Mumbai harbours (other)
1299,Karachi & Mumbai harbours (other),Karachi
1300,Holstein & Schleswig (via Altona),Holstein (via Altona)
1301,Holstein & Schleswig (via Altona),Schleswig (via Altona)
1302,South Sea Islands & Pacific Islands,South Sea Islands
1303,South Sea Islands & Pacific Islands,Pacific Islands
1304,Hamburg & Germany (Zollverein),Hamburg
1305,Hamburg & Germany (Zollverein),Germany (Zollverein)
