source_filename,nb_flows
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Malte_Fc1,36
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Malte_Fc3,26
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Malte_Fc4,34
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Mexique_Fc4,14
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Mexique_Fc5,10
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Mexique_Fc8,76
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Mexique_Fc9,120
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Nouvellegrenade_Fc10,30
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Nouvellegrenade_Fc11,11
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Nouvellegrenade_Fc2,9
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Nouvellegrenade_Fc4,4
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Nouvellegrenade_Fc7,18
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Nouvellegrenade_Fc9,26
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_OceanieEtAustralie_Fc13,24
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_OceanieEtAustralie_Fc14,15
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_OceanieEtAustralie_Fc15,32
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_OceanieEtAustralie_Fc2,144
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_OceanieEtAustralie_Fc20,146
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_OceanieEtAustralie_Fc21,150
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_OceanieEtAustralie_Fc5,8
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_OceanieEtAustralie_Fc7,46
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_OceanieEtAustralie_Fc9,28
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Oceanie_Fc1,11
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Paysbas_18431868,34
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Perou_Fc1,6
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Perou_Fc14,64
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Portugal_Fc1,136
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Portugal_Fc10,40
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Portugal_Fc11,114
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Portugal_Fc12,36
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Portugal_Fc13,18
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Portugal_Fc14,30
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Portugal_Fc2,73
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Portugal_Fc3,22
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Portugal_Fc4,26
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Portugal_Fc7,156
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Portugal_Fc8,30
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Portugal_Fc9,24
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_PrincipautesDanubiennes_Fc1,40
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_PrincipautesDanubiennes_Fc11,22
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_PrincipautesDanubiennes_Fc12,21
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_PrincipautesDanubiennes_Fc13,12
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_PrincipautesDanubiennes_Fc15,60
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_PrincipautesDanubiennes_Fc2,34
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_PrincipautesDanubiennes_Fc3,27
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_PrincipautesDanubiennes_Fc4,24
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_PrincipautesDanubiennes_Fc6,12
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_PrincipautesDanubiennes_Fc7,11
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_PrincipautesDanubiennes_Fc9,20
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_RepubliqueDominicaine_Fc1,22
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_RepubliqueDominicaine_Fc2,4
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Roumanie_Fc1,26
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Roumanie_Fc2,34
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Roumanie_Fc3,36
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Russie_Fc10,36
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Russie_Fc23,102
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Russie_Fc25,36
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Russie_Fc26,118
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Russie_Fc3,10
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Russie_Fc6,20
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_SuedeEtNorvege_Fc10,28
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_SuedeEtNorvege_Fc12,44
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_SuedeEtNorvege_Fc19,90
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_SuedeEtNorvege_Fc20,120
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_SuedeEtNorvege_Fc8,28
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Turquie_Fc1,477
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Turquie_Fc14,17
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Turquie_Fc2,18
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Turquie_Fc20,11
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Turquie_Fc21,20
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Turquie_Fc22,82
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Turquie_Fc25,68
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Turquie_Fc26,78
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Turquie_Fc33,84
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Uruguay_Fc5,14
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Uruguay_Fc6,160
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Uruguay_Fc8,82
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Uruguay_Fc9,98
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Venezuela_Fc1,120
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Venezuela_Fc4,18
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Venezuela_Fc6,24
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Venezuela_Fc7,32
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Venezuela_Fc8,64
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_Venezuela_Fc9,13
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_VillesAnseatiques_Fc1,192
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_VillesAnseatiques_Fc10,111
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_VillesAnseatiques_Fc12,178
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_VillesAnseatiques_Fc14,99
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_VillesAnseatiques_Fc16,24
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_VillesAnseatiques_Fc17,88
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_VillesAnseatiques_Fc18,4
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_VillesAnseatiques_Fc19,177
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_VillesAnseatiques_Fc2,54
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_VillesAnseatiques_Fc20,174
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_VillesAnseatiques_Fc21,92
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_VillesAnseatiques_Fc4,19
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_VillesAnseatiques_Fc7,251
AnnalesDuCommerceExterieurFaitsCommerciaux3eSerieAvisDivers_VillesAnseatiques_Fc9,42
AnnuaireStatistiqueDeLaFrance_1932,478
AnnuaireStatistiqueDeLaFrance_1934,76
AnnuaireStatistiqueDeLaFrance_1935,146
AnnuaireStatistiqueDeLaFrance_1936,756
AnnuaireStatistiqueDeLaSocieteDesNations_19331934,14
AnnuaireStatistiqueDeLaSocieteDesNations_19341935,8
AnnuaireStatistiqueDeLaSocieteDesNations_19351936,14
AnnuaireStatistiqueDeLaSocieteDesNations_19361937,12
AnnuaireStatistiqueDeLaSocieteDesNations_19371938,4
AnnuaireStatistiqueDeLaSocieteDesNations_19381939,22
AnnuaireStatistiqueDeLaSocieteDesNations_19391940,66
AnnualStatementOfTheSeaborneTradeOfBritishIndiaWithTheBritishEmpireAndForeignCountries_187677_Vol1,496
AnnualStatementOfTheSeaborneTradeOfBritishIndiaWithTheBritishEmpireAndForeignCountries_188485_Vol1,202
AnnualStatementOfTheSeaborneTradeOfBritishIndiaWithTheBritishEmpireAndForeignCountries_188687_Vol1,312
AnnualStatementOfTheSeaborneTradeOfBritishIndiaWithTheBritishEmpireAndForeignCountries_188990_Vol1,520
AnnualStatementOfTheSeaborneTradeOfBritishIndiaWithTheBritishEmpireAndForeignCountries_189596_Vol1,535
AnnualStatementOfTheSeaborneTradeOfBritishIndiaWithTheBritishEmpireAndForeignCountries_190102_Vol1,212
AnnualStatementOfTheSeaborneTradeOfBritishIndiaWithTheBritishEmpireAndForeignCountries_190304_Vol2,624
AnnualStatementOfTheSeaborneTradeOfBritishIndiaWithTheBritishEmpireAndForeignCountries_190809_Vol2,685
AnnualStatementOfTheSeaborneTradeOfBritishIndiaWithTheBritishEmpireAndForeignCountries_191314_Vol2,790
AnnualStatementOfTheSeaborneTradeOfBritishIndiaWithTheBritishEmpireAndForeignCountries_191819_Vol2,795
AnnualStatementOfTheSeaborneTradeOfBritishIndiaWithTheBritishEmpireAndForeignCountries_192324_Vol1,1267
AnnualStatementOfTheSeaborneTradeOfBritishIndiaWithTheBritishEmpireAndForeignCountries_192829_Vol1,1330
AnnualStatementOfTheSeaborneTradeOfBritishIndiaWithTheBritishEmpireAndForeignCountries_193334_Vol1,1260
AnnualStatementOfTheSeaborneTradeOfBritishIndiaWithTheBritishEmpireAndForeignCountries_193839_Vol2,1166
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1853,422
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1855,1091
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1860,1138
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1865,1378
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1870,1380
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1875,660
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1878,880
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1882,680
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1885,1145
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1890,1155
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1895,1305
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1898,273
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1901,1091
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1905,1473
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1910,1564
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1915,955
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1915_Vol2,298
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1919_Vol2,1490
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1923_Vol1,1364
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1928_Vol1,1598
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1933_Vol1,1694
AnnualStatementOfTheTradeOfTheUnitedKingdomWithForeignCountriesAndBritishCountries_1938_Vol1,1692
AnuarioDeComercioExteriorColombia_189798,10
AnuarioDeComercioExteriorColombia_1933,660
AnuarioDeComercioExteriorColombia_1936,504
AnuarioDeComercioExteriorColombia_1938,630
AnuarioDelComercioExteriorDeLaRepublicaArgentina_1938,2682
AnuarioEstadisticoDeChileComercioExterior_1915,170
AnuarioEstadisticoDeChileComercioExterior_1920,108
AnuarioEstadisticoDeChileComercioExterior_1925,162
AnuarioEstadisticoDeChileComercioExterior_1927,218
AnuarioEstadisticoDeChileComercioExterior_1928,144
AnuarioEstadisticoDeChileComercioExterior_1931,166
AnuarioEstadisticoDeChileComercioExterior_1932,158
AnuarioEstadisticoDeChileComercioExterior_1933,168
AnuarioEstadisticoDeChileComercioExterior_1934_Vol7,168
AnuarioEstadisticoDeChileComercioExterior_1935_Vol7,180
AnuarioEstadisticoDeChileComercioExterior_1936_Vol7,164
AuswartigerHandelDesDeutschenZollgebiets_18801896,576
BondiG_DeutschlandsAussenhandel18151870,76
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_1840,374
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_1840_Fc1,161
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_1840_Fc2,14
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_1841,116
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_1842,806
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_Aout1840_Fc4,58
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_Avril1842_Fc3,52
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_Dec1840_Fc7,20
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_Juil1841_Fc3,18
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_Juil1841_Fc5,34
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_Juin1841_Fc2,24
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_Juin1842_Fc14,120
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_Mai1841_Fc9,118
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_Mai1842_Fc13,1
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_Mai1842_Fc2,52
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_Mars1841,414
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_Mars1842_Fc6,14
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_Nov1842,156
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_Oct1841_Fc7,50
BulletinDuMinistereDeLagricultureEtDuCommerce2eSerieAvisDivers_Oct1842_Fc11,71
CarterSBGartnerSSHainesMROlmsteadALSutchRGWright_HistoricalStatisticsOfTheUnitedStates,596
ComercioEspecialDeBolivia_1919,52
ComercioEspecialDeBolivia_1920,52
ComercioEspecialDeBolivia_1921,52
ComercioEspecialDeBolivia_1922,52
ComercioEspecialDeBolivia_1923,52
ComercioExteriorDeLaRepublicaDeColombia_1917,252
ComercioExteriorDeLaRepublicaDeColombia_1918,66
ComercioExteriorDeLaRepublicaDeColombia_1919,49
CommercioExteriorDoBrasil_19101914_Vol1,552
CommercioExteriorDoBrasil_19131918_Vol1,535
CommercioExteriorDoBrasil_19191923,690
CommercioExteriorDoBrasil_19241928,444
CommercioExteriorDoBrasil_19301931,740
CommercioExteriorDoBrasil_19321936,1025
DepoidPHUlmer_BulletinDeLaStatistiqueGeneraleDeLaFrance,432
DepoidPHUlmer_BulletinDeLaStatistiqueGeneraleDeLaFrance_Volxxiiiiii,1878
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1907,108
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1909,74
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1910,76
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1911,70
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1912,72
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1913,78
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1914,80
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1915,76
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1916,70
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1917,64
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1918,62
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1919,72
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1920,94
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1921,90
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1922,90
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1923,90
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1924,94
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1925,94
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1926,94
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1927,96
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1928,94
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1929,94
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1930,94
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1931,94
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1932,94
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1933,90
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1934,90
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1935,90
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1936,86
DocumentsStatistiquesSurLeCommerceDeLaTunisie_1938,176
DocumentsStatistiquesSurLeCommerceDeLalgerie_19011910,918
DocumentsStatistiquesSurLeCommerceDeLalgerie_1910,100
DocumentsStatistiquesSurLeCommerceDeLalgerie_1911,104
DocumentsStatistiquesSurLeCommerceDeLalgerie_1912,104
DocumentsStatistiquesSurLeCommerceDeLalgerie_1913,108
DocumentsStatistiquesSurLeCommerceDeLalgerie_1914,108
DocumentsStatistiquesSurLeCommerceDeLalgerie_1915,114
DocumentsStatistiquesSurLeCommerceDeLalgerie_1916,112
DocumentsStatistiquesSurLeCommerceDeLalgerie_1917,116
DocumentsStatistiquesSurLeCommerceDeLalgerie_1918,118
DocumentsStatistiquesSurLeCommerceDeLalgerie_1919,132
DocumentsStatistiquesSurLeCommerceDeLalgerie_1920,136
DocumentsStatistiquesSurLeCommerceDeLalgerie_1921,142
DocumentsStatistiquesSurLeCommerceDeLalgerie_1922,148
DocumentsStatistiquesSurLeCommerceDeLalgerie_1923,168
DocumentsStatistiquesSurLeCommerceDeLalgerie_1924,170
DocumentsStatistiquesSurLeCommerceDeLalgerie_1925,170
DocumentsStatistiquesSurLeCommerceDeLalgerie_1926,174
DocumentsStatistiquesSurLeCommerceDeLalgerie_1927,180
DocumentsStatistiquesSurLeCommerceDeLalgerie_1928,182
DocumentsStatistiquesSurLeCommerceDeLalgerie_1929,186
DocumentsStatistiquesSurLeCommerceDeLalgerie_1930,186
DocumentsStatistiquesSurLeCommerceDeLalgerie_1931,188
DocumentsStatistiquesSurLeCommerceDeLalgerie_1932,202
DocumentsStatistiquesSurLeCommerceDeLalgerie_1933,202
DocumentsStatistiquesSurLeCommerceDeLalgerie_1934,202
DocumentsStatistiquesSurLeCommerceDeLalgerie_1935,202
DocumentsStatistiquesSurLeCommerceDeLalgerie_1936,202
DocumentsStatistiquesSurLeCommerceDeLalgerie_1937,202
DocumentsStatistiquesSurLeCommerceDeLalgerie_1938,202
EdvinssonRJacobsonTDWaldenstrom_HistoricalStatisticsOfSwedenPart3ForeignTrade17321970_17321970,44
EstadisticaComercialDeLaRepublicaDeChile_1844,46
EstadisticaComercialDeLaRepublicaDeChile_18441913,971
EstadisticaComercialDeLaRepublicaDeChile_1845,50
EstadisticaComercialDeLaRepublicaDeChile_1846,52
EstadisticaComercialDeLaRepublicaDeChile_1847,52
EstadisticaComercialDeLaRepublicaDeChile_1848,54
EstadisticaComercialDeLaRepublicaDeChile_1849,34
EstadisticaComercialDeLaRepublicaDeChile_1850,52
EstadisticaComercialDeLaRepublicaDeChile_1851,54
EstadisticaComercialDeLaRepublicaDeChile_1852,56
EstadisticaComercialDeLaRepublicaDeChile_1854,108
EstadisticaComercialDeLaRepublicaDeChile_1856,46
EstadisticaComercialDeLaRepublicaDeChile_1857,92
EstadisticaComercialDeLaRepublicaDeChile_1859,45
EstadisticaComercialDeLaRepublicaDeChile_1860,91
EstadisticaComercialDeLaRepublicaDeChile_1866,336
EstadisticaComercialDeLaRepublicaDeChile_1867,44
EstadisticaComercialDeLaRepublicaDeChile_1868,47
EstadisticaComercialDeLaRepublicaDeChile_1870,42
EstadisticaComercialDeLaRepublicaDeChile_1872,88
EstadisticaComercialDeLaRepublicaDeChile_1874,80
EstadisticaComercialDeLaRepublicaDeChile_1876,82
EstadisticaComercialDeLaRepublicaDeChile_1878,90
EstadisticaComercialDeLaRepublicaDeChile_1880,94
EstadisticaComercialDeLaRepublicaDeChile_1881,46
EstadisticaComercialDeLaRepublicaDeChile_1883,98
EstadisticaComercialDeLaRepublicaDeChile_1885,92
EstadisticaComercialDeLaRepublicaDeChile_1887,94
EstadisticaComercialDeLaRepublicaDeChile_1889,92
EstadisticaComercialDeLaRepublicaDeChile_1891,90
EstadisticaComercialDeLaRepublicaDeChile_1892,50
EstadisticaComercialDeLaRepublicaDeChile_1894,94
