id,name,type,continent,lat,long,wikidata
CanaryIs.,Canary Is.,country,Africa,28.536,-15.749,Q5813
PhuketProvince_ThailandSiam,Phuket Province & Thailand (Siam),group,Asia,14.0,101.0,
Bahamas,Bahamas,country,America,23.7,-76.4,Q778
SvalbardIs.,Svalbard Is.,country,Arctic,78,16,Q25231
St.Lucia_Tobago,St. Lucia & Tobago,group,America,12.5666665,-60.83350000000001,
CochinChina_Annam_Tonkin,Cochin China & Annam & Tonkin,group,Asia,17.4829,108.11972333333334,
WalvisBay,Walvis Bay,country,Africa,-22.9494444444,14.5069444444,Q220843
VirginIslandsDanishWestIndies,Virgin Islands (Danish West Indies),country,America,18.325,-64.835,Q829655
Fiume_Trieste,Fiume & Trieste,group,Europe,45.48291666665,14.118194444450001,
Obock_Tadjoura,Obock & Tadjoura,group,Africa,11.877500166650002,43.08833316665001,
BurmaMyanmar_Malacca_Singapore,Burma (Myanmar) & Malacca & Singapore,group,Asia,8.500000000000002,100.68366666666665,
Nauru_WesternSamoa,Nauru & Western Samoa,group,Oceania,-7.266666666650001,-2.5333333333500008,
PortugueseIndiaincl.GoaDiuDaman,Portuguese India (incl. Goa Diu Daman),country,Asia,14.701,71.169,Q323904
Gibraltar_Spain,Gibraltar & Spain,group,Europe,38.068875,-4.17268055555,
MalawiNyasaland,Malawi (Nyasaland),country,Africa,-13,34,Q1020
Guadeloupe,Guadeloupe,country,America,16.25,-61.5833333333,Q17012
ClippertonI.,Clipperton I.,country,America,10.2938888889,-109.2172222222,Q161258
St.Barthelemy,St. Barthelemy,country,America,17.897728,-62.8342438,Q25362
Barbados,Barbados,country,America,13.17,-59.5525,Q244
St.MariedeMadagascar,St. Marie de Madagascar,country,Africa,-16.8333333333,49.9166666667,Q1321311
HanseTowns_Prussia,Hanse Towns & Prussia,group,Europe,53.19315,11.805949999999998,
Qatar,Qatar,country,Asia,25.269535,51.212767,Q846
SabahNorthBorneo_Sarawak,Sabah (North Borneo) & Sarawak,group,Asia,4.14402778,115.390555555,
Portugal_Spain,Portugal & Spain,group,Europe,39.35,-6.09166666665,
Algeria_Morocco,Algeria & Morocco,group,Africa,29.999999999999996,-2.5000000000000004,
AscensionI._St.Helena,Ascension I. & St. Helena,group,Atlantic,-11.946250000000001,-10.04236111115,
IonianIs._Malta,Ionian Is. & Malta,group,Europe,37.19166666665,17.5,
BritishAfrica_Gibraltar,British Africa & Gibraltar,group,World,36.13775,-5.3453611111,
CapeVerde,Cape Verde,country,Africa,15.9166666667,-24.0833333333,Q1011
ChristmasI.,Christmas I.,country,Asia,-10.4833333333,105.6333333333,Q31063
BritishEastAfrica_CapeColony_EgyptUnitedArabRepublic_MalagasyRepublicMadagascar,British East Africa & Cape Colony & Egypt/United Arab Republic & Malagasy Republic (Madagascar),group,Africa,-8.666666666666666,31.333333333333336,
Aden_AdenDependencies,Aden & Aden Dependencies,group,Asia,12.8,45.0333333333,
SouthAfrica,South Africa,country,Africa,-29,24,Q258
FrenchEquatorialAfrica,French Equatorial Africa,country,Africa,-4.26666667,15.28333333,Q271894
Chile,Chile,country,America,-33,-71,Q298
Haiti,Haiti,country,America,19,-72.8,Q790
Netherlands_NetherlandsDependencies,Netherlands & Netherlands Dependencies,group,World,52.3166666667,5.55,
Afghanistan,Afghanistan,country,Asia,34,66,Q889
UnitedStatesofAmerica,United States of America,country,America,38.895,-77.0366666667,Q30
ChinaPeople'sRepublicofChina_HongKong_Singapore,China (People's Republic of China) & Hong Kong & Singapore,group,Asia,19.526111111099997,106.9862037037,
Guatemala_Mexico,Guatemala & Mexico,group,America,19.25,-96.125,
Tonkin,Tonkin,country,Asia,21.0245,105.84117,Q1858
Hanover,Hanover,country,Europe,52.3744444444,9.7386111111,Q1715
UnitedKingdom_BritishDependencies,United Kingdom & British Dependencies,group,World,54.6,-2.0,
KuriaMuriaIs.,Kuria Muria Is.,country,Asia,17.5,56,Q521176
LabuanI.,Labuan I.,country,Asia,5.315894,115.219033,Q214504
ZaireKinshasaBelgianCongo,Zaire (Kinshasa) (Belgian Congo),country,Africa,-2.88,23.656,Q974
ChinaPeople'sRepublicofChina_FrenchIndochina_Japan,China (People's Republic of China) & French Indochina & Japan,group,Asia,30.344444444433332,114.95,
Baden,Baden,country,Europe,49.01666667,8.4,Q6877935
MarianaIs._Philippines,Mariana Is. & Philippines,group,World,14.066666665000001,134.375,
ChinaPeople'sRepublicofChina_India_PacificIslands,China (People's Republic of China) & India & Pacific Islands,group,World,28.500000000000004,90.0,
Honduras_MexicanEastCoast,Honduras & Mexican East Coast,group,America,14.633333000000002,-86.816667,
MecklenburgSchwerin,Mecklenburg Schwerin,country,Europe,53.62883,11.41387,Q158445
Algeria_France_Morocco_Tunisia,Algeria & France & Morocco & Tunisia,group,World,36.030905077262695,1.9139072847682115,
BritishAntilles_UnitedKingdom,British Antilles & United Kingdom,group,World,54.6,-2.0,
Curacao_DutchWindwardIs._SintEustatius,Curacao & Dutch Windward Is. & Sint Eustatius,group,America,15.8889,-64.98887777779998,
Somalia,Somalia,country,Africa,6,47,Q1045
Gibraltar_Newfoundland_UnitedKingdom,Gibraltar & Newfoundland & United Kingdom,group,Europe,47.91258333333334,-22.448453703699997,
SouthAfrica_BotswanaBechuanaland,South Africa & Botswana (Bechuanaland),group,Africa,-25.6,23.85,
ChinaPeople'sRepublicofChina_Philippines_ThailandSiam,China (People's Republic of China) & Philippines & Thailand (Siam),group,Asia,20.333333333333336,109.0,
Guadeloupe_Martinique_Reunion,Guadeloupe & Martinique & Reunion,group,World,3.2674074074333324,-22.35027777776667,
BuenosAires,Buenos Aires,country,America,-34.5997222222,-58.3819444444,Q1486
Galicia_Poland_Russianprovinces,Galicia & Poland & Russian provinces,group,Europe,52.0,19.0,
Piedmont_Tuscany,Piedmont & Tuscany,group,Europe,43.35,11.0166666667,
CochinChina_KampucheaCambodia_Tonkin,Cochin China & Kampuchea (Cambodia) & Tonkin,group,Asia,16.193166666666666,107.26039000000003,
CaymanIs.,Cayman Is.,country,America,19.5,-80.5,Q5785
St.Barthelemy_VirginIslandsDanishWestIndies_FrenchWestIndies_NetherlandsAntilles_SpanishAntilles,St. Barthelemy & Virgin Islands (Danish West Indies) & French West Indies & Netherlands Antilles & Spanish Antilles,group,America,17.074242666666667,-64.5564146,
CochinChina,Cochin China,country,Asia,14.955,110.94,Q505503
Odessa,Odessa,country,Europe,46.47747,30.73262,Q1874
ItalianColonies_Italy,Italian Colonies & Italy,group,World,42.5,12.5,
India_NewSouthWales_UnitedKingdom,India & New South Wales & United Kingdom,group,World,14.866666666666669,74.0,
ViceroyaltyofNewSpain,Viceroyalty of New Spain,country,America,27.732,-103.293,Q170603
Brunei_SabahNorthBorneo_Sarawak,Brunei & Sabah (North Borneo) & Sarawak,group,Asia,4.229351853333333,115.11592603666666,
SaudiArabiaNejdWahabbidEmpire,Saudi Arabia (Nejd Wahabbid Empire),country,Asia,23.716667,44.116667,Q851
FrenchIndia_FrenchWestIndies,French India & French West Indies,group,World,11.9341,79.8306,
KolkataCalcutta_SriLankaCeylon,Kolkata (Calcutta) & Sri Lanka (Ceylon),group,Asia,7.0,81.0,
CongoBrazzavilleFrenchCongoMiddleCongo_FrenchWestAfricaother_Senegal,Congo (Brazzaville) (French Congo) (Middle Congo) & French West Africa (other) & Senegal,group,Africa,6.808333500000001,0.5499987778,
FrenchAsia_FrenchIndia_PortugueseAsia,French Asia & French India & Portuguese Asia,group,Asia,11.9341,79.8306,
ChinaPeople'sRepublicofChina_CochinChina_Oceania,China (People's Republic of China) & Cochin China & Oceania,group,World,24.977499999999996,106.96999999999998,
NegriSembilan,Negri Sembilan,country,Asia,2.75,102.25,Q213893
BotswanaBechuanaland_LesothoBasutoland_Swaziland,Botswana (Bechuanaland) & Lesotho (Basutoland) & Swaziland,group,Africa,-26.077777666666666,27.794444333333338,
AzoresWesternIsles_CapeVerde_MadeiraIsles,Azores (Western Isles) & Cape Verde & Madeira Isles,group,World,29.055555555566663,-23.02777777776667,
Aden_other,Aden & other,group,World,12.8,45.0333333333,
Naples_Sicily,Naples & Sicily,group,Europe,37.5999583333,14.0153777778,
PortugueseTimor,Portuguese Timor,country,Asia,-8.55,125.583333,Q142965
Denmark_VirginIslandsDanishWestIndies,Denmark & Virgin Islands (Danish West Indies),group,World,37.1625,-27.417499999999997,
Poland,Poland,country,Europe,52,19,Q36
ZimbabweRhodesiaSouthernRhodesia,Zimbabwe (Rhodesia) (Southern Rhodesia),country,Africa,-19.0166666667,30.0166666667,Q750583
Hanover_MecklenburgSchwerin_Oldenburg,Hanover & Mecklenburg Schwerin & Oldenburg,group,Europe,53.04905444443333,9.788789999999999,
Crete,Crete,country,Europe,35.3097222222,24.8933333333,Q34374
NewSouthWales_SouthAustralia_Tasmania_Victoria,New South Wales & South Australia & Tasmania & Victoria,group,Oceania,-34.666666666666664,143.0,
NetherlandsAntilles_WestIrianDutchNewGuinea,Netherlands Antilles & West Irian (Dutch New Guinea),group,World,4.999999999999999,35.0,
Lucca_Modena_PapalStates_Parma_Tuscany,Lucca & Modena & Papal States & Parma & Tuscany,group,Europe,43.6455880901131,11.159530663878613,
Belgium_Luxemburg,Belgium & Luxemburg,group,Europe,50.205555555550006,5.399027777800001,
Bali_Lombok_Sumbawa,Bali & Lombok & Sumbawa,group,Asia,-8.45,115.71952777780001,
NiueI.,Niue I.,country,Oceania,-19.05,-169.9166666667,Q34020
Kiauchau,Kiauchau,country,Asia,36.1234555556,120.2456388889,Q489170
ZambiaNorthernRhodesia,Zambia (Northern Rhodesia),country,Africa,-14.1166666667,27.6333333333,Q953903
Germany_Poland,Germany & Poland,group,Europe,51.5,14.500000000000002,
PortoNovo,Porto Novo,country,Africa,6.4833333333,2.6166666667,Q3799
Dalny_KoreaChosen_Vladivostok,Dalny & Korea (Chosen) & Vladivostok,group,World,40.7166666667,129.56666666665,
GermanSolomonIs.,German Solomon Is.,country,Oceania,-69.38111,76.16167,Q21472116
StraitsSettlements,Straits Settlements,country,Asia,1.3666666667,103.8,Q376178
Algeria_Morocco_Tunisia_Zanzibar,Algeria & Morocco & Tunisia & Zanzibar,group,Africa,19.955555555566672,14.438888888900001,
HongKong,Hong Kong,country,Asia,22.2783333333,114.1586111111,Q8646
Cuba,Cuba,country,America,22,-79.5,Q241
NewBrunswick,New Brunswick,country,America,46.6,-66,Q1965
SriLankaCeylon_SriLankaCeylonDependencies,Sri Lanka (Ceylon) & Sri Lanka (Ceylon) Dependencies,group,Asia,7.0,81.0,
YemenPeople'sRepublic,Yemen People's Republic,country,Asia,12.8,45.0333333333,Q199841
EuropeanTurkey_Romania,European Turkey & Romania,group,Europe,46.0,25.0,
India_ThailandSiam,India & Thailand (Siam),group,Asia,18.0,89.0,
TwoSicilies,Two Sicilies,country,Europe,40.83333333,14.25,Q180393
FalklandIs._FalklandIs.Dependencies,Falkland Is. & Falkland Is. Dependencies,group,World,-51.75,-59.00000000000001,
KingdomofSardinia_PapalStates_TwoSicilies,Kingdom of Sardinia & Papal States & Two Sicilies,group,Europe,40.93644444333333,11.894333333333334,
Liberia,Liberia,country,Africa,6.533333,-9.75,Q1014
Greece_Malta,Greece & Malta,group,Europe,37.19166666665,18.75,
CrozetIs.,Crozet Is.,country,Oceania,-46.388979,51.7053,Q201698
Australia_Oceania,Australia & Oceania,group,Oceania,-28.0,137.0,
KingdomofSardinia,Kingdom of Sardinia,country,Europe,40.072,8.98,Q165154
PuertoRico_SpanishAntillesother,Puerto Rico & Spanish Antilles (other),group,America,18.25,-66.5,
SaxeMeiningen,Saxe Meiningen,country,Europe,50.5734,10.4155,Q157710
FanningI.,Fanning I.,country,Oceania,3.86,-159.3644444444,Q127335
VanuatuNewHebrides,Vanuatu (New Hebrides),country,Oceania,-16.6333305556,168.0166694444,Q686
Ireland_UnitedKingdom,Ireland & United Kingdom,group,Europe,53.800000000000004,-5.0,
SaxeWeimar,Saxe Weimar,country,Europe,50.9803,11.3291,Q315667
Estonia,Estonia,country,Europe,59,26,Q191
Morocco,Morocco,country,Africa,32,-6,Q1028
Mauritius_MauritiusDependencies,Mauritius & Mauritius Dependencies,group,World,-20.2,57.5,
Texas,Texas,country,America,31,-100,Q1439
KenyaBritishEastAfricaProtectorate,Kenya (British East Africa Protectorate),country,Africa,0.1,38,Q114
Bokhara,Bokhara,country,Asia,39.7747222222,64.4286111111,Q746558
Moldavia_Wallachia,Moldavia & Wallachia,group,Europe,45.83333333335,27.308333500000003,
CostaRica_ElSalvador_Guatemala,Costa Rica & El Salvador & Guatemala,group,America,13.056296333333334,-87.70537033333333,
Bengal_SriLankaCeylon,Bengal & Sri Lanka (Ceylon),group,Asia,7.0,81.0,
BritishOceania_NewZealand,British Oceania & New Zealand,group,Oceania,-41.2,174.0,
Germany_Saar,Germany & Saar,group,Europe,50.188575,8.4391888889,
Austria-HungaryPorts_Trieste,Austria-Hungary Ports & Trieste,group,Europe,45.6361111111,13.8041666667,
Austria-Hungary_Lombardy-Venetia,Austria-Hungary & Lombardy-Venetia,group,Europe,48.2,16.35,
Peru,Peru,country,America,-9.4,-76,Q419
Belgium_Germany_Italy_Netherlands_RussiaUSSR,Belgium & Germany & Italy & Netherlands & Russia/USSR,group,Europe,52.19646964949634,38.714230064549646,
Holstein_Schleswig,Holstein & Schleswig,group,Europe,54.66668333335,9.458335,
Goree,Goree,country,Africa,14.6669444444,-17.3983333333,Q244347
WindwardIs.,Windward Is.,country,America,13.25,-61.2,Q2660774
NewGuineaGermanNewGuineaKaiserWilhelmsland_NewGuineaGermanNewGuineaKaiserWilhelmslanddependencies,New Guinea (German New Guinea) (Kaiser Wilhelmsland) & New Guinea (German New Guinea) (Kaiser Wilhelmsland) dependencies,group,World,-4.2149,152.1606,
DanishColonies_Denmark,Danish Colonies & Denmark,group,World,56.0,10.0,
Denmark_Sweden,Denmark & Sweden,group,Europe,58.5,12.5,
Belgium_Germany_IranPersia_Morocco_Othercountries_Sweden,Belgium & Germany & Iran (Persia) & Morocco & Other countries & Sweden,group,World,41.95113721193685,19.929102553233577,
JordanTransjordan_Palestine,Jordan (Transjordan) & Palestine,group,Asia,31.4895138889,35.86855555555,
CookIs.,Cook Is.,country,Oceania,-15,-161,Q26988
Belgium_Germany_Morocco_Othercountries_Spain,Belgium & Germany & Morocco & Other countries & Spain,group,World,43.68391995782265,1.8693043946176768,
UnitedKingdom_BritishMediterranean,United Kingdom & British Mediterranean,group,Europe,54.6,-2.0,
Greenland,Greenland,country,America,72,-40,Q223
CoromandelCoastPosts,Coromandel Coast Posts,country,Asia,13.3666666667,80.3333333333,Q182561
Turkey_WesternAnatolia,Turkey & Western Anatolia,group,Asia,39.0,34.0,
Manchuria,Manchuria,country,Asia,45,125,Q81126
BuenosAires_Montevideo,Buenos Aires & Montevideo,group,America,-34.5997222222,-58.3819444444,
Cyprus_Gozo_Malta,Cyprus & Gozo & Malta,group,Europe,35.44166666665,23.75,
Denmark_MadeiraIsles_Spain,Denmark & Madeira Isles & Spain,group,World,42.916666666666664,-3.3333333333333335,
Mozambique_Zanzibar,Mozambique & Zanzibar,group,Africa,-12.56666666665,37.15833333335,
Cyprus_Malta,Cyprus & Malta,group,Europe,35.44166666665,23.75,
DodecaneseIs.AegeanIs._Italy,Dodecanese Is. (Aegean Is.) & Italy,group,Europe,39.436499999999995,19.859,
KenyaBritishEastAfricaProtectorate_Zanzibar,Kenya (British East Africa Protectorate) & Zanzibar,group,Africa,-3.0166666666500004,38.65833333335,
Selangore,Selangore,country,Asia,3.3333333333,101.5,Q189710
BritishColumbia,British Columbia,country,America,54.5,-124.5,Q1974
Brunei,Brunei,country,Asia,4.4,114.566667,Q921
SocotraI.,Socotra I.,country,Asia,12.3,53.3,Q2860218
Montenegro,Montenegro,country,Europe,42.766667,19.216667,Q236
Japan_RepublicofChinaTaiwanFormosa,Japan & Republic of China (Taiwan) (Formosa),group,Asia,29.500000000000004,128.5,
NewSouthWales_WesternAustralia,New South Wales & Western Australia,group,Oceania,-29.000000000000004,134.0,
Lucca,Lucca,country,Europe,43.85,10.5166666667,Q13373
CayenneIs._FrenchGuyana,Cayenne Is. & French Guyana,group,America,3.99886,-52.99994,
Senegal,Senegal,country,Africa,14.366667,-14.283333,Q1041
Saxony,Saxony,country,Europe,51.0269444444,13.3588888889,Q1202
FalklandIs.,Falkland Is.,country,America,-51.75,-59,Q9648
Rwanda-Urundi,Rwanda-Urundi,country,Africa,-2.7442,29.8993,Q590743
Milan_PapalStates_Tuscany,Milan & Papal States & Tuscany,group,Europe,43.57364814813334,10.886555555566666,
LibyaTripolitaniaCyrenaicaFezzan_Morocco,Libya (Tripolitania Cyrenaica Fezzan) & Morocco,group,Africa,29.500000000000004,5.5,
CostaRica_ElSalvador_Guatemala_Honduras,Costa Rica & El Salvador & Guatemala & Honduras,group,America,13.306547866142822,-87.17358569637442,
SaoTome-Principe,Sao Tome-Principe,country,Africa,0.316667,6.6,Q1039
BanjermassinDutchBorneo_Brunei_LabuanI._SabahNorthBorneo_Sarawak,Banjermassin (Dutch Borneo) & Brunei & Labuan I. & Sabah (North Borneo) & Sarawak,group,Asia,2.1179915203015898,115.15074187147948,
Spain,Spain,country,Europe,40,-3,Q29
PrinceEdwardIs.,Prince Edward Is.,country,America,46.25,-63,Q1979
Hanover_Oldenburg,Hanover & Oldenburg,group,Europe,52.75916666665,8.97625,
PembaIsland_Zanzibar,Pemba Island & Zanzibar,group,Africa,-6.1333333333,39.3166666667,
Vancouver,Vancouver,country,America,49.25,-123.1,Q24639
St.VincentandtheGrenadines,St. Vincent and the Grenadines,country,America,13.1666666667,-61.2333333333,Q757
PapuaNewGuinea,Papua New Guinea,country,Oceania,-6.3,147,Q691
Greenland_SvalbardIs.,Greenland & Svalbard Is.,group,World,75.0,-12.000000000000002,
UnitedKingdom_BritishColonies,United Kingdom & British Colonies,group,World,54.6,-2.0,
ThailandSiam,Thailand (Siam),country,Asia,14,101,Q869
ChinaPeople'sRepublicofChina_India,China (People's Republic of China) & India,group,Asia,28.500000000000004,90.0,
Pahang,Pahang,country,Asia,3.75,102.5,Q191346
SouthWestAfricaGermanWestAfricaNamibia_TogoFrenchTogoland,South West Africa (German West Africa) (Namibia) & Togo (French Togoland),group,Africa,-7.375000000000001,9.0916665,
CanaryIs._SpanishMorocco,Canary Is. & Spanish Morocco,group,Africa,31.768,-10.1245,
CongoBrazzavilleFrenchCongoMiddleCongo,Congo (Brazzaville) (French Congo) (Middle Congo),country,Africa,-0.75,15.3833305556,Q971
Mauritius_Seychelles,Mauritius & Seychelles,group,Africa,-13.649999999999999,55.1333335,
Philippines,Philippines,country,Asia,12,123,Q928
Java_Bali_Riau,Java & Bali & Riau,group,Asia,-3.9008333333500005,108.2690277778,
QuebecLowerCanada_OntarioUpperCanada_Manitoba_Rupert'sLand_NorthwestTerritories,Quebec (Lower Canada) & Ontario (Upper Canada) & Manitoba & Rupert's Land & Northwest Territories,group,America,52.99999999999999,-83.1,
EgyptUnitedArabRepublic_SudanAnglo-Egyptian,Egypt/United Arab Republic & Sudan (Anglo-Egyptian),group,Africa,21.3165277778,30.7665277778,
France,France,country,Europe,47,2,Q142
KingdomofSardinia_Monaco,Kingdom of Sardinia & Monaco,group,Europe,41.902666666650006,8.19833333335,
Bengal_BurmaMyanmar,Bengal & Burma (Myanmar),group,Asia,22.0,96.00000000000001,
Sind,Sind,country,Asia,24.87,67.05,Q37211
NewSouthWales_Queensland,New South Wales & Queensland,group,Oceania,-26.0,145.0,
Penang,Penang,country,Asia,5.3833305556,100.25,Q188096
Bermuda,Bermuda,country,America,32.333333,-64.75,Q23635
FrenchGuyana,French Guyana,country,America,3.99886,-52.99994,Q3769
FrenchGuyana_FrenchWestIndies,French Guyana & French West Indies,group,America,3.99886,-52.99994,
France_Tahiti,France & Tahiti,group,World,14.66666666665,-73.73333333335,
Saar,Saar,country,Europe,49.37715,6.8783777778,Q1201
AzoresWesternIsles_MadeiraIsles_Portugal,Azores (Western Isles) & Madeira Isles & Portugal,group,World,36.65,-18.0611111111,
Moldavia_EuropeanTurkey_Wallachia,Moldavia & European Turkey & Wallachia,group,Europe,45.83333333335,27.308333500000003,
Albania_YugoslaviaSerbia,Albania & Yugoslavia/Serbia,group,Europe,42.910277777800005,20.2311111111,
Trieste_RepublicofSt.Mark_Fiume,Trieste & Republic of St. Mark & Fiume,group,Europe,45.51627777776666,13.6397962963,
Denmark_Norway,Denmark & Norway,group,Europe,60.5,10.5,
EgyptUnitedArabRepublic_Othercountries,Egypt/United Arab Republic & Other countries,group,World,27.0,29.000000000000004,
Guatemala_Nicaragua,Guatemala & Nicaragua,group,America,14.250000000000002,-87.62500000000001,
DodecaneseIs.AegeanIs.,Dodecanese Is. (Aegean Is.),country,Europe,36.373,27.218,Q131555
Moresnet,Moresnet,country,Europe,50.7302777778,6.0133333333,Q151938
Nevis,Nevis,country,America,17.15,-62.5833333333,Q207794
Bulgaria_Montenegro_EuropeanTurkey_YugoslaviaSerbia,Bulgaria & Montenegro & European Turkey & Yugoslavia/Serbia,group,Europe,43.44574085186666,21.7262964074,
France_FrenchColonies,France & French Colonies,group,World,47.0,2.0,
HanseTowns_Hanover_Heligoland_Kniphausen_MecklenburgSchwerin_Oldenburg,Hanse Towns & Hanover & Heligoland & Kniphausen & Mecklenburg Schwerin & Oldenburg,group,Europe,53.37759442576531,9.477134799707022,
Bosnia-Herzegovina,Bosnia-Herzegovina,country,Europe,44,18,Q225
Bremen_Hamburg_Hanover_Lübeck,Bremen & Hamburg & Hanover & Lübeck,group,Europe,53.19714444443334,9.672100000000002,
FrenchWestAfrica_TogoFrenchTogoland,French West Africa & Togo (French Togoland),group,Africa,11.371313,-2.2387925,
Aden_BritishEastAfrica,Aden & British East Africa,group,World,12.8,45.0333333333,
Danzig,Danzig,country,Europe,54.3666666667,18.6333333333,Q1792
Kuwait,Kuwait,country,Asia,29.166667,47.6,Q817
Spain_SpanishAntilles,Spain & Spanish Antilles,group,World,40.0,-3.0000000000000004,
Queensland,Queensland,country,Oceania,-20,143,Q36074
Bengal_India_PersianGulf,Bengal & India & Persian Gulf,group,Asia,22.0,77.0,
